Complaint_Text,Category,Sentiment,Priority,Village,Date,Pincode,lang
Road conditions are very poor and dangerous.,Road,Neutral,High,Supa,2024-04-20,413109,en
गावात पाणी पुरवठा काही दिवसांपासून नाही.,Health,Positive,Medium,Nimbut,2024-12-01,413110,mr
रस्त्याची स्थिती अतिशय खराब आहे.,Health,Positive,High,Someshwar,2025-02-22,412306,mr
रस्त्याची स्थिती अतिशय खराब आहे.,Sanitation,Positive,Medium,Katphal,2024-03-23,413111,mr
No water supply in the village since several days.,Sanitation,Neutral,Medium,Pandare,2024-07-15,413103,en
No water supply in the village since several days.,Road,Positive,Medium,Morgaon,2024-07-06,413304,en
वीज पुरवठा अनियमित आहे.,Water,Neutral,Medium,Nimbut,2025-01-02,413110,mr
वीज पुरवठा अनियमित आहे.,Education,Negative,Low,Someshwar,2024-02-24,412306,mr
गावात पाणी पुरवठा काही दिवसांपासून नाही.,Education,Positive,Low,Someshwar,2025-07-15,412306,mr
Sanitation facilities are not adequate in the village.,Health,Neutral,Low,Someshwar,2025-07-02,412306,en
वीज पुरवठा अनियमित आहे.,Health,Positive,Low,Baramati,2024-01-19,413102,mr
Medicines are not available at the PHC.,Water,Positive,Medium,Nimbut,2024-09-21,413110,en
रस्त्याची स्थिती अतिशय खराब आहे.,Water,Positive,Medium,Baramati,2024-06-10,413102,mr
Medicines are not available at the PHC.,Road,Positive,High,Morgaon,2025-08-09,413304,en
School building is damaged and unsafe.,Sanitation,Neutral,High,Someshwar,2024-02-13,412306,en
Medicines are not available at the PHC.,Education,Negative,Medium,Malegaon,2025-08-09,413115,en
Electricity supply is irregular in our area.,Road,Neutral,High,Someshwar,2024-06-22,412306,en
Medicines are not available at the PHC.,Electricity,Neutral,Medium,Pandare,2025-03-13,413103,en
Electricity supply is irregular in our area.,Electricity,Positive,Low,Supa,2024-02-17,413109,en
गावातील स्वच्छता सुविधा अपुरी आहेत.,Road,Positive,Medium,Someshwar,2024-06-23,412306,mr
School building is damaged and unsafe.,Water,Negative,Low,Pandare,2024-03-28,413103,en
वीज पुरवठा अनियमित आहे.,Road,Neutral,High,Baramati,2024-10-15,413102,mr
Road conditions are very poor and dangerous.,Education,Negative,Medium,Supa,2025-09-05,413109,en
गावातील स्वच्छता सुविधा अपुरी आहेत.,Health,Positive,Low,Supa,2025-07-08,413109,mr
Road conditions are very poor and dangerous.,Electricity,Positive,Low,Morgaon,2024-06-14,413304,en
शाळेची इमारत खराब झाली आहे.,Education,Negative,Low,Someshwar,2025-04-28,412306,mr
School building is damaged and unsafe.,Health,Positive,Low,Malegaon,2025-01-20,413115,en
Medicines are not available at the PHC.,Electricity,Neutral,Low,Katphal,2024-11-15,413111,en
No water supply in the village since several days.,Education,Positive,High,Katphal,2024-12-04,413111,en
Sanitation facilities are not adequate in the village.,Health,Negative,Medium,Morgaon,2025-06-09,413304,en
Road conditions are very poor and dangerous.,Electricity,Positive,High,Pandare,2025-05-27,413103,en
Electricity supply is irregular in our area.,Water,Negative,High,Someshwar,2024-12-18,412306,en
School building is damaged and unsafe.,Education,Negative,Low,Pandare,2025-01-17,413103,en
शाळेची इमारत खराब झाली आहे.,Road,Positive,Medium,Katphal,2024-11-27,413111,mr
गावातील स्वच्छता सुविधा अपुरी आहेत.,Health,Neutral,High,Pandare,2025-08-19,413103,mr
वीज पुरवठा अनियमित आहे.,Education,Negative,Medium,Morgaon,2024-08-16,413304,mr
गावात पाणी पुरवठा काही दिवसांपासून नाही.,Health,Negative,Low,Nimbut,2024-08-07,413110,mr
Electricity supply is irregular in our area.,Electricity,Negative,High,Morgaon,2024-11-15,413304,en
Electricity supply is irregular in our area.,Water,Positive,Low,Morgaon,2025-07-04,413304,en
वीज पुरवठा अनियमित आहे.,Electricity,Neutral,High,Katphal,2024-08-18,413111,mr
Medicines are not available at the PHC.,Health,Positive,High,Katphal,2025-06-12,413111,en
Road conditions are very poor and dangerous.,Road,Neutral,Low,Pandare,2025-02-18,413103,en
Medicines are not available at the PHC.,Health,Negative,High,Katphal,2025-08-10,413111,en
Road conditions are very poor and dangerous.,Health,Neutral,Low,Morgaon,2024-02-22,413304,en
Road conditions are very poor and dangerous.,Sanitation,Negative,High,Someshwar,2024-02-29,412306,en
शाळेची इमारत खराब झाली आहे.,Sanitation,Negative,Low,Baramati,2024-09-24,413102,mr
वीज पुरवठा अनियमित आहे.,Electricity,Negative,Medium,Malegaon,2024-09-21,413115,mr
No water supply in the village since several days.,Education,Positive,Medium,Someshwar,2024-12-11,412306,en
No water supply in the village since several days.,Health,Positive,Medium,Pandare,2024-07-19,413103,en
No water supply in the village since several days.,Electricity,Neutral,High,Morgaon,2024-03-30,413304,en
वीज पुरवठा अनियमित आहे.,Sanitation,Negative,Low,Morgaon,2025-04-15,413304,mr
Sanitation facilities are not adequate in the village.,Sanitation,Positive,Medium,Supa,2024-01-29,413109,en
रस्त्याची स्थिती अतिशय खराब आहे.,Sanitation,Positive,High,Nimbut,2025-05-12,413110,mr
Sanitation facilities are not adequate in the village.,Water,Positive,Medium,Malegaon,2024-12-10,413115,en
Road conditions are very poor and dangerous.,Health,Negative,High,Someshwar,2024-08-22,412306,en
Road conditions are very poor and dangerous.,Water,Negative,Medium,Morgaon,2025-03-31,413304,en
School building is damaged and unsafe.,Health,Neutral,Medium,Morgaon,2024-11-11,413304,en
गावात पाणी पुरवठा काही दिवसांपासून नाही.,Water,Positive,Medium,Nimbut,2025-09-11,413110,mr
गावात पाणी पुरवठा काही दिवसांपासून नाही.,Sanitation,Neutral,High,Baramati,2024-02-07,413102,mr
रस्त्याची स्थिती अतिशय खराब आहे.,Education,Negative,High,Nimbut,2024-09-15,413110,mr
गावात पाणी पुरवठा काही दिवसांपासून नाही.,Electricity,Neutral,Low,Malegaon,2024-09-20,413115,mr
गावातील स्वच्छता सुविधा अपुरी आहेत.,Electricity,Neutral,Low,Katphal,2025-06-28,413111,mr
No water supply in the village since several days.,Electricity,Neutral,Medium,Someshwar,2024-12-30,412306,en
School building is damaged and unsafe.,Electricity,Positive,High,Someshwar,2024-08-16,412306,en
Road conditions are very poor and dangerous.,Health,Neutral,Low,Supa,2024-11-04,413109,en
Electricity supply is irregular in our area.,Education,Positive,High,Pandare,2024-04-15,413103,en
शाळेची इमारत खराब झाली आहे.,Sanitation,Negative,Medium,Supa,2025-05-19,413109,mr
No water supply in the village since several days.,Electricity,Positive,Low,Pandare,2024-06-18,413103,en
Electricity supply is irregular in our area.,Water,Neutral,Medium,Baramati,2024-12-06,413102,en
शाळेची इमारत खराब झाली आहे.,Water,Positive,Medium,Someshwar,2025-08-12,412306,mr
No water supply in the village since several days.,Water,Positive,Medium,Nimbut,2024-11-14,413110,en
No water supply in the village since several days.,Water,Neutral,Low,Malegaon,2024-12-20,413115,en
वीज पुरवठा अनियमित आहे.,Health,Positive,Medium,Baramati,2024-06-06,413102,mr
रस्त्याची स्थिती अतिशय खराब आहे.,Water,Negative,High,Morgaon,2024-03-09,413304,mr
रस्त्याची स्थिती अतिशय खराब आहे.,Electricity,Positive,High,Baramati,2025-09-05,413102,mr
गावातील स्वच्छता सुविधा अपुरी आहेत.,Sanitation,Neutral,High,Pandare,2025-07-17,413103,mr
रस्त्याची स्थिती अतिशय खराब आहे.,Education,Neutral,High,Nimbut,2024-09-25,413110,mr
Sanitation facilities are not adequate in the village.,Water,Negative,High,Supa,2024-11-19,413109,en
शाळेची इमारत खराब झाली आहे.,Road,Neutral,High,Someshwar,2024-11-17,412306,mr
School building is damaged and unsafe.,Education,Neutral,High,Pandare,2025-04-08,413103,en
Electricity supply is irregular in our area.,Health,Negative,Low,Supa,2024-02-08,413109,en
No water supply in the village since several days.,Health,Negative,Low,Someshwar,2024-11-20,412306,en
Road conditions are very poor and dangerous.,Road,Negative,Low,Baramati,2025-05-25,413102,en
School building is damaged and unsafe.,Water,Negative,Low,Nimbut,2024-09-06,413110,en
Sanitation facilities are not adequate in the village.,Road,Positive,Low,Pandare,2025-07-24,413103,en
School building is damaged and unsafe.,Electricity,Positive,Low,Katphal,2024-10-24,413111,en
Sanitation facilities are not adequate in the village.,Health,Negative,Low,Morgaon,2024-05-18,413304,en
Road conditions are very poor and dangerous.,Electricity,Negative,Low,Baramati,2025-06-08,413102,en
Sanitation facilities are not adequate in the village.,Education,Negative,Medium,Pandare,2024-05-26,413103,en
Medicines are not available at the PHC.,Electricity,Positive,Medium,Baramati,2024-12-22,413102,en
गावात पाणी पुरवठा काही दिवसांपासून नाही.,Sanitation,Neutral,Low,Baramati,2024-05-06,413102,mr
गावातील स्वच्छता सुविधा अपुरी आहेत.,Electricity,Negative,Low,Supa,2024-05-03,413109,mr
Road conditions are very poor and dangerous.,Electricity,Positive,Medium,Katphal,2024-12-16,413111,en
School building is damaged and unsafe.,Electricity,Positive,Low,Supa,2025-02-17,413109,en
गावात पाणी पुरवठा काही दिवसांपासून नाही.,Road,Positive,High,Someshwar,2024-06-22,412306,mr
Electricity supply is irregular in our area.,Road,Positive,Medium,Pandare,2024-03-28,413103,en
Road conditions are very poor and dangerous.,Road,Neutral,High,Supa,2025-09-14,413109,en
वीज पुरवठा अनियमित आहे.,Sanitation,Positive,High,Nimbut,2024-01-24,413110,mr
गावातील स्वच्छता सुविधा अपुरी आहेत.,Sanitation,Negative,Low,Katphal,2024-11-06,413111,mr
School building is damaged and unsafe.,Electricity,Negative,High,Supa,2024-10-04,413109,en
वीज पुरवठा अनियमित आहे.,Road,Positive,Low,Baramati,2024-12-04,413102,mr
Sanitation facilities are not adequate in the village.,Road,Negative,High,Katphal,2025-05-03,413111,en
Sanitation facilities are not adequate in the village.,Electricity,Neutral,High,Katphal,2025-02-04,413111,en
No water supply in the village since several days.,Electricity,Neutral,Low,Supa,2024-10-26,413109,en
No water supply in the village since several days.,Education,Negative,Medium,Baramati,2024-02-25,413102,en
School building is damaged and unsafe.,Water,Positive,Medium,Katphal,2024-01-16,413111,en
Medicines are not available at the PHC.,Education,Negative,High,Supa,2024-02-25,413109,en
गावातील स्वच्छता सुविधा अपुरी आहेत.,Road,Negative,Low,Malegaon,2024-03-05,413115,mr
रस्त्याची स्थिती अतिशय खराब आहे.,Health,Positive,High,Supa,2025-07-22,413109,mr
शाळेची इमारत खराब झाली आहे.,Electricity,Negative,Medium,Pandare,2024-04-20,413103,mr
वीज पुरवठा अनियमित आहे.,Water,Negative,Low,Katphal,2024-05-05,413111,mr
School building is damaged and unsafe.,Education,Neutral,Medium,Malegaon,2024-01-17,413115,en
Road conditions are very poor and dangerous.,Education,Neutral,Medium,Baramati,2024-05-09,413102,en
वीज पुरवठा अनियमित आहे.,Electricity,Positive,High,Malegaon,2025-04-02,413115,mr
Medicines are not available at the PHC.,Road,Neutral,Low,Someshwar,2024-10-23,412306,en
गावात पाणी पुरवठा काही दिवसांपासून नाही.,Water,Neutral,Medium,Supa,2024-06-10,413109,mr
No water supply in the village since several days.,Education,Negative,Medium,Pandare,2025-08-23,413103,en
वीज पुरवठा अनियमित आहे.,Electricity,Negative,Low,Someshwar,2024-02-14,412306,mr
Medicines are not available at the PHC.,Education,Neutral,High,Katphal,2024-06-13,413111,en
Medicines are not available at the PHC.,Water,Negative,High,Malegaon,2025-01-11,413115,en
Electricity supply is irregular in our area.,Sanitation,Negative,Low,Nimbut,2025-09-16,413110,en
शाळेची इमारत खराब झाली आहे.,Education,Negative,Medium,Pandare,2024-08-22,413103,mr
गावात पाणी पुरवठा काही दिवसांपासून नाही.,Electricity,Positive,High,Supa,2024-05-22,413109,mr
शाळेची इमारत खराब झाली आहे.,Education,Negative,Medium,Pandare,2024-02-05,413103,mr
Electricity supply is irregular in our area.,Education,Positive,High,Baramati,2024-11-07,413102,en
शाळेची इमारत खराब झाली आहे.,Sanitation,Positive,High,Morgaon,2024-04-12,413304,mr
No water supply in the village since several days.,Water,Neutral,Medium,Baramati,2024-11-23,413102,en
School building is damaged and unsafe.,Sanitation,Negative,High,Nimbut,2024-10-25,413110,en
शाळेची इमारत खराब झाली आहे.,Sanitation,Negative,Medium,Baramati,2025-08-09,413102,mr
Sanitation facilities are not adequate in the village.,Health,Negative,Low,Pandare,2025-06-10,413103,en
वीज पुरवठा अनियमित आहे.,Road,Neutral,Medium,Katphal,2024-10-12,413111,mr
वीज पुरवठा अनियमित आहे.,Education,Neutral,Low,Baramati,2025-09-12,413102,mr
शाळेची इमारत खराब झाली आहे.,Water,Positive,Low,Katphal,2024-10-26,413111,mr
Sanitation facilities are not adequate in the village.,Road,Negative,Medium,Baramati,2024-06-18,413102,en
गावातील स्वच्छता सुविधा अपुरी आहेत.,Water,Neutral,Medium,Baramati,2025-04-29,413102,mr
No water supply in the village since several days.,Health,Positive,High,Supa,2025-08-06,413109,en
Road conditions are very poor and dangerous.,Road,Negative,Medium,Morgaon,2025-02-09,413304,en
Medicines are not available at the PHC.,Health,Negative,High,Nimbut,2024-04-27,413110,en
School building is damaged and unsafe.,Education,Negative,Low,Morgaon,2025-06-21,413304,en
Medicines are not available at the PHC.,Electricity,Neutral,High,Someshwar,2024-09-24,412306,en
शाळेची इमारत खराब झाली आहे.,Health,Negative,Medium,Baramati,2025-04-28,413102,mr
गावात पाणी पुरवठा काही दिवसांपासून नाही.,Electricity,Negative,Low,Someshwar,2024-05-15,412306,mr
Road conditions are very poor and dangerous.,Road,Negative,Low,Nimbut,2024-08-09,413110,en
शाळेची इमारत खराब झाली आहे.,Sanitation,Positive,High,Nimbut,2024-06-29,413110,mr
गावातील स्वच्छता सुविधा अपुरी आहेत.,Road,Neutral,Medium,Supa,2024-02-09,413109,mr
Medicines are not available at the PHC.,Water,Positive,Low,Nimbut,2024-09-04,413110,en
गावातील स्वच्छता सुविधा अपुरी आहेत.,Water,Neutral,Medium,Morgaon,2024-10-14,413304,mr
गावातील स्वच्छता सुविधा अपुरी आहेत.,Sanitation,Negative,Low,Katphal,2024-03-13,413111,mr
गावातील स्वच्छता सुविधा अपुरी आहेत.,Water,Positive,Medium,Katphal,2025-08-24,413111,mr
शाळेची इमारत खराब झाली आहे.,Electricity,Negative,Medium,Nimbut,2024-09-14,413110,mr
School building is damaged and unsafe.,Education,Positive,High,Someshwar,2024-08-09,412306,en
Medicines are not available at the PHC.,Education,Neutral,High,Malegaon,2024-02-23,413115,en
Sanitation facilities are not adequate in the village.,Water,Negative,Medium,Supa,2024-06-22,413109,en
गावातील स्वच्छता सुविधा अपुरी आहेत.,Sanitation,Neutral,Low,Someshwar,2025-07-04,412306,mr
गावात पाणी पुरवठा काही दिवसांपासून नाही.,Electricity,Positive,High,Baramati,2024-03-02,413102,mr
Sanitation facilities are not adequate in the village.,Health,Positive,Medium,Nimbut,2024-09-11,413110,en
शाळेची इमारत खराब झाली आहे.,Water,Negative,Low,Morgaon,2024-01-16,413304,mr
वीज पुरवठा अनियमित आहे.,Education,Negative,High,Malegaon,2025-01-02,413115,mr
Medicines are not available at the PHC.,Water,Positive,Low,Morgaon,2024-10-20,413304,en
गावातील स्वच्छता सुविधा अपुरी आहेत.,Sanitation,Neutral,Medium,Katphal,2025-02-16,413111,mr
गावात पाणी पुरवठा काही दिवसांपासून नाही.,Sanitation,Neutral,Medium,Morgaon,2024-02-16,413304,mr
No water supply in the village since several days.,Health,Negative,Medium,Supa,2025-03-25,413109,en
No water supply in the village since several days.,Education,Positive,High,Malegaon,2025-03-23,413115,en
गावात पाणी पुरवठा काही दिवसांपासून नाही.,Education,Neutral,Low,Katphal,2024-01-04,413111,mr
Electricity supply is irregular in our area.,Water,Positive,High,Malegaon,2024-08-15,413115,en
Medicines are not available at the PHC.,Water,Neutral,Medium,Morgaon,2024-03-07,413304,en
Electricity supply is irregular in our area.,Water,Neutral,High,Baramati,2024-02-13,413102,en
Medicines are not available at the PHC.,Health,Neutral,Medium,Supa,2025-03-20,413109,en
वीज पुरवठा अनियमित आहे.,Health,Negative,Low,Malegaon,2024-07-19,413115,mr
School building is damaged and unsafe.,Sanitation,Positive,Medium,Someshwar,2024-10-10,412306,en
गावात पाणी पुरवठा काही दिवसांपासून नाही.,Sanitation,Positive,High,Nimbut,2025-05-20,413110,mr
गावात पाणी पुरवठा काही दिवसांपासून नाही.,Education,Neutral,Low,Katphal,2024-10-29,413111,mr
गावातील स्वच्छता सुविधा अपुरी आहेत.,Electricity,Negative,High,Pandare,2024-08-01,413103,mr
No water supply in the village since several days.,Road,Positive,High,Katphal,2024-09-20,413111,en
No water supply in the village since several days.,Water,Negative,High,Morgaon,2025-01-02,413304,en
School building is damaged and unsafe.,Water,Neutral,Medium,Katphal,2024-03-15,413111,en
रस्त्याची स्थिती अतिशय खराब आहे.,Health,Positive,Medium,Baramati,2025-08-11,413102,mr
Sanitation facilities are not adequate in the village.,Water,Neutral,Medium,Morgaon,2024-05-24,413304,en
Road conditions are very poor and dangerous.,Water,Positive,High,Malegaon,2025-01-30,413115,en
No water supply in the village since several days.,Education,Negative,High,Supa,2025-01-03,413109,en
वीज पुरवठा अनियमित आहे.,Road,Neutral,High,Someshwar,2024-08-18,412306,mr
गावातील स्वच्छता सुविधा अपुरी आहेत.,Sanitation,Negative,Low,Katphal,2025-07-11,413111,mr
Road conditions are very poor and dangerous.,Electricity,Positive,Low,Morgaon,2024-04-07,413304,en
शाळेची इमारत खराब झाली आहे.,Education,Neutral,High,Pandare,2024-04-12,413103,mr
Sanitation facilities are not adequate in the village.,Water,Negative,High,Katphal,2025-05-28,413111,en
गावात पाणी पुरवठा काही दिवसांपासून नाही.,Sanitation,Positive,Medium,Someshwar,2024-02-08,412306,mr
Medicines are not available at the PHC.,Sanitation,Neutral,Medium,Someshwar,2024-07-13,412306,en
Medicines are not available at the PHC.,Electricity,Positive,Low,Nimbut,2025-03-18,413110,en
Electricity supply is irregular in our area.,Sanitation,Positive,High,Katphal,2024-04-02,413111,en
वीज पुरवठा अनियमित आहे.,Electricity,Negative,Low,Someshwar,2024-05-18,412306,mr
No water supply in the village since several days.,Sanitation,Neutral,Low,Pandare,2025-06-03,413103,en
गावातील स्वच्छता सुविधा अपुरी आहेत.,Sanitation,Negative,Low,Someshwar,2025-05-20,412306,mr
Sanitation facilities are not adequate in the village.,Health,Neutral,Low,Someshwar,2024-11-05,412306,en
गावातील स्वच्छता सुविधा अपुरी आहेत.,Water,Positive,Medium,Supa,2025-04-22,413109,mr
Medicines are not available at the PHC.,Road,Neutral,Low,Nimbut,2025-03-28,413110,en
Road conditions are very poor and dangerous.,Road,Neutral,Medium,Baramati,2025-02-17,413102,en
Medicines are not available at the PHC.,Road,Positive,High,Malegaon,2025-02-14,413115,en
गावात पाणी पुरवठा काही दिवसांपासून नाही.,Road,Negative,High,Baramati,2024-10-03,413102,mr
Road conditions are very poor and dangerous.,Sanitation,Negative,High,Katphal,2025-07-29,413111,en
गावातील स्वच्छता सुविधा अपुरी आहेत.,Health,Positive,High,Supa,2025-06-25,413109,mr
Sanitation facilities are not adequate in the village.,Road,Neutral,High,Malegaon,2025-03-22,413115,en
रस्त्याची स्थिती अतिशय खराब आहे.,Health,Neutral,High,Malegaon,2025-03-04,413115,mr
गावातील स्वच्छता सुविधा अपुरी आहेत.,Education,Neutral,Low,Supa,2024-08-31,413109,mr
गावात पाणी पुरवठा काही दिवसांपासून नाही.,Health,Negative,Medium,Baramati,2024-03-24,413102,mr
वीज पुरवठा अनियमित आहे.,Health,Neutral,Medium,Pandare,2024-09-09,413103,mr
Sanitation facilities are not adequate in the village.,Sanitation,Negative,Medium,Pandare,2024-04-21,413103,en
Electricity supply is irregular in our area.,Water,Neutral,High,Baramati,2024-08-23,413102,en
No water supply in the village since several days.,Education,Positive,Medium,Supa,2024-02-27,413109,en
रस्त्याची स्थिती अतिशय खराब आहे.,Electricity,Neutral,Medium,Katphal,2025-07-16,413111,mr
शाळेची इमारत खराब झाली आहे.,Water,Negative,Low,Someshwar,2024-05-11,412306,mr
No water supply in the village since several days.,Road,Neutral,Medium,Baramati,2025-01-01,413102,en
Road conditions are very poor and dangerous.,Road,Positive,Low,Someshwar,2024-05-10,412306,en
No water supply in the village since several days.,Sanitation,Positive,Medium,Someshwar,2025-02-06,412306,en
वीज पुरवठा अनियमित आहे.,Sanitation,Neutral,Low,Supa,2024-03-22,413109,mr
वीज पुरवठा अनियमित आहे.,Road,Positive,Low,Katphal,2025-08-11,413111,mr
Road conditions are very poor and dangerous.,Education,Positive,High,Katphal,2024-12-28,413111,en
शाळेची इमारत खराब झाली आहे.,Road,Positive,High,Katphal,2024-12-16,413111,mr
रस्त्याची स्थिती अतिशय खराब आहे.,Education,Negative,Medium,Nimbut,2024-03-26,413110,mr
School building is damaged and unsafe.,Road,Neutral,High,Baramati,2024-06-01,413102,en
No water supply in the village since several days.,Sanitation,Negative,High,Nimbut,2024-07-02,413110,en
Road conditions are very poor and dangerous.,Electricity,Neutral,High,Malegaon,2024-03-16,413115,en
School building is damaged and unsafe.,Water,Negative,High,Nimbut,2024-08-09,413110,en
वीज पुरवठा अनियमित आहे.,Electricity,Negative,Low,Pandare,2024-08-04,413103,mr
School building is damaged and unsafe.,Electricity,Negative,Low,Baramati,2024-10-08,413102,en
School building is damaged and unsafe.,Road,Negative,Low,Pandare,2024-10-11,413103,en
गावात पाणी पुरवठा काही दिवसांपासून नाही.,Health,Neutral,Low,Supa,2024-12-02,413109,mr
Medicines are not available at the PHC.,Health,Negative,Medium,Malegaon,2024-03-28,413115,en
रस्त्याची स्थिती अतिशय खराब आहे.,Electricity,Positive,Medium,Katphal,2024-03-11,413111,mr
Road conditions are very poor and dangerous.,Electricity,Negative,High,Malegaon,2024-10-25,413115,en
Sanitation facilities are not adequate in the village.,Health,Positive,Low,Pandare,2024-10-20,413103,en
गावातील स्वच्छता सुविधा अपुरी आहेत.,Water,Neutral,Low,Nimbut,2024-11-04,413110,mr
School building is damaged and unsafe.,Water,Positive,Medium,Someshwar,2024-05-07,412306,en
गावातील स्वच्छता सुविधा अपुरी आहेत.,Water,Neutral,Medium,Malegaon,2024-01-02,413115,mr
शाळेची इमारत खराब झाली आहे.,Electricity,Positive,Medium,Nimbut,2025-03-08,413110,mr
रस्त्याची स्थिती अतिशय खराब आहे.,Water,Neutral,Medium,Someshwar,2024-05-21,412306,mr
रस्त्याची स्थिती अतिशय खराब आहे.,Electricity,Neutral,Low,Malegaon,2024-11-30,413115,mr
रस्त्याची स्थिती अतिशय खराब आहे.,Road,Neutral,Medium,Pandare,2024-08-04,413103,mr
गावात पाणी पुरवठा काही दिवसांपासून नाही.,Road,Positive,High,Baramati,2024-09-17,413102,mr
रस्त्याची स्थिती अतिशय खराब आहे.,Health,Negative,Medium,Morgaon,2024-08-28,413304,mr
Medicines are not available at the PHC.,Health,Negative,Medium,Pandare,2025-03-19,413103,en
रस्त्याची स्थिती अतिशय खराब आहे.,Sanitation,Neutral,High,Supa,2024-07-15,413109,mr
Electricity supply is irregular in our area.,Sanitation,Positive,High,Morgaon,2024-11-24,413304,en
Road conditions are very poor and dangerous.,Education,Neutral,Low,Baramati,2024-09-19,413102,en
Medicines are not available at the PHC.,Sanitation,Positive,Medium,Malegaon,2025-03-01,413115,en
Road conditions are very poor and dangerous.,Electricity,Negative,Low,Supa,2024-03-26,413109,en
Road conditions are very poor and dangerous.,Sanitation,Negative,Medium,Katphal,2025-05-30,413111,en
शाळेची इमारत खराब झाली आहे.,Water,Negative,Medium,Morgaon,2024-11-16,413304,mr
शाळेची इमारत खराब झाली आहे.,Electricity,Positive,Low,Baramati,2024-11-30,413102,mr
School building is damaged and unsafe.,Electricity,Neutral,Medium,Baramati,2025-07-10,413102,en
Sanitation facilities are not adequate in the village.,Water,Negative,Low,Malegaon,2025-05-12,413115,en
School building is damaged and unsafe.,Education,Positive,Low,Supa,2025-08-15,413109,en
Medicines are not available at the PHC.,Water,Neutral,High,Malegaon,2025-09-05,413115,en
वीज पुरवठा अनियमित आहे.,Education,Positive,Low,Supa,2025-03-05,413109,mr
Sanitation facilities are not adequate in the village.,Road,Neutral,Low,Baramati,2024-06-27,413102,en
गावात पाणी पुरवठा काही दिवसांपासून नाही.,Health,Positive,High,Katphal,2025-06-26,413111,mr
गावात पाणी पुरवठा काही दिवसांपासून नाही.,Health,Neutral,Medium,Baramati,2025-05-09,413102,mr
Medicines are not available at the PHC.,Road,Negative,Medium,Morgaon,2025-09-04,413304,en
School building is damaged and unsafe.,Sanitation,Positive,High,Nimbut,2024-11-16,413110,en
Electricity supply is irregular in our area.,Sanitation,Positive,Low,Supa,2025-08-30,413109,en
गावातील स्वच्छता सुविधा अपुरी आहेत.,Sanitation,Positive,High,Morgaon,2025-07-04,413304,mr
Road conditions are very poor and dangerous.,Sanitation,Positive,High,Nimbut,2024-01-06,413110,en
गावातील स्वच्छता सुविधा अपुरी आहेत.,Education,Neutral,High,Katphal,2025-02-06,413111,mr
Sanitation facilities are not adequate in the village.,Education,Neutral,Low,Pandare,2024-10-30,413103,en
No water supply in the village since several days.,Water,Positive,High,Pandare,2024-12-03,413103,en
Sanitation facilities are not adequate in the village.,Sanitation,Neutral,Low,Pandare,2025-07-30,413103,en
गावात पाणी पुरवठा काही दिवसांपासून नाही.,Health,Negative,High,Someshwar,2024-04-29,412306,mr
रस्त्याची स्थिती अतिशय खराब आहे.,Electricity,Negative,Low,Katphal,2025-02-20,413111,mr
शाळेची इमारत खराब झाली आहे.,Education,Neutral,Medium,Someshwar,2025-09-15,412306,mr
Sanitation facilities are not adequate in the village.,Education,Positive,High,Malegaon,2025-05-11,413115,en
रस्त्याची स्थिती अतिशय खराब आहे.,Road,Positive,Low,Nimbut,2025-08-05,413110,mr
Medicines are not available at the PHC.,Health,Negative,Medium,Malegaon,2024-02-21,413115,en
Road conditions are very poor and dangerous.,Water,Positive,Medium,Nimbut,2024-09-30,413110,en
गावात पाणी पुरवठा काही दिवसांपासून नाही.,Electricity,Neutral,High,Baramati,2025-02-27,413102,mr
Road conditions are very poor and dangerous.,Education,Positive,High,Katphal,2024-03-27,413111,en
शाळेची इमारत खराब झाली आहे.,Water,Neutral,Low,Someshwar,2025-02-05,412306,mr
वीज पुरवठा अनियमित आहे.,Electricity,Positive,Medium,Morgaon,2025-04-07,413304,mr
वीज पुरवठा अनियमित आहे.,Water,Negative,Medium,Supa,2024-04-17,413109,mr
Sanitation facilities are not adequate in the village.,Health,Positive,Medium,Nimbut,2025-08-09,413110,en
School building is damaged and unsafe.,Education,Positive,High,Malegaon,2025-05-19,413115,en
रस्त्याची स्थिती अतिशय खराब आहे.,Health,Negative,Low,Someshwar,2024-01-30,412306,mr
Road conditions are very poor and dangerous.,Health,Negative,Medium,Someshwar,2024-04-01,412306,en
वीज पुरवठा अनियमित आहे.,Education,Positive,Low,Baramati,2024-06-11,413102,mr
School building is damaged and unsafe.,Education,Neutral,Medium,Supa,2025-05-12,413109,en
Electricity supply is irregular in our area.,Water,Neutral,Medium,Baramati,2024-01-12,413102,en
School building is damaged and unsafe.,Health,Negative,High,Morgaon,2024-07-17,413304,en
No water supply in the village since several days.,Sanitation,Neutral,Low,Nimbut,2024-06-27,413110,en
School building is damaged and unsafe.,Electricity,Negative,High,Pandare,2025-02-11,413103,en
वीज पुरवठा अनियमित आहे.,Water,Negative,Low,Supa,2025-06-25,413109,mr
रस्त्याची स्थिती अतिशय खराब आहे.,Health,Neutral,Low,Supa,2025-01-28,413109,mr
रस्त्याची स्थिती अतिशय खराब आहे.,Sanitation,Positive,Medium,Supa,2024-02-27,413109,mr
No water supply in the village since several days.,Electricity,Neutral,High,Supa,2025-02-08,413109,en
Electricity supply is irregular in our area.,Road,Neutral,Medium,Morgaon,2025-04-24,413304,en
Electricity supply is irregular in our area.,Water,Negative,High,Nimbut,2024-03-01,413110,en
शाळेची इमारत खराब झाली आहे.,Health,Negative,Low,Nimbut,2024-02-25,413110,mr
